FEN,Evaluation
2r2rk1/1p1b1ppp/p2N4/2bpP3/8/6B1/PP3PPP/R2R2K1 b - - 1 21,7
2r2rk1/1p1b1ppp/p2b4/3pP3/8/6B1/PP3PPP/R2R2K1 w - - 0 22,26
2r2rk1/1p1b1ppp/p2P4/3p4/8/6B1/PP3PPP/R2R2K1 b - - 0 22,0
2r2rk1/1p3ppp/p2Pb3/3p4/8/6B1/PP3PPP/R2R2K1 w - - 1 23,31
2r2rk1/1p3ppp/p2Pb3/3p4/8/6B1/PP1R1PPP/R5K1 b - - 2 23,20
5rk1/1p3ppp/p2Pb3/2rp4/8/6B1/PP1R1PPP/R5K1 w - - 3 24,9
5rk1/1p3ppp/p2Pb3/2rp4/8/6B1/PP1R1PPP/4R1K1 b - - 4 24,0
2r3k1/1p3ppp/p2Pb3/2rp4/8/6B1/PP1R1PPP/4R1K1 w - - 5 25,17
2r3k1/1p3ppp/p2Pb3/2rp4/8/6BP/PP1R1PP1/4R1K1 b - - 0 25,-23
2r3k1/1p3ppp/p2Pb3/3p4/8/6BP/PP1R1PP1/2r1R1K1 w - - 1 26,12
2r3k1/1p3ppp/p2Pb3/3p4/8/6BP/PP1R1PP1/2R3K1 b - - 0 26,-4
6k1/1p3ppp/p2Pb3/3p4/8/6BP/PP1R1PP1/2r3K1 w - - 0 27,22
6k1/1p3ppp/p2Pb3/3p4/8/6BP/PP1R1PPK/2r5 b - - 1 27,0
5k2/1p3ppp/p2Pb3/3p4/8/6BP/PP1R1PPK/2r5 w - - 2 28,14
5k2/1p3ppp/p2Pb3/3pB3/8/7P/PP1R1PPK/2r5 b - - 3 28,-35
5k2/1p3p1p/p2Pb1p1/3pB3/8/7P/PP1R1PPK/2r5 w - - 0 29,58
5k2/1p3p1p/p2Pb1p1/3pB3/8/6KP/PP1R1PP1/2r5 b - - 1 29,15
4k3/1p3p1p/p2Pb1p1/3pB3/8/6KP/PP1R1PP1/2r5 w - - 2 30,52
4k3/1p3p1p/p2Pb1p1/3pB3/7K/7P/PP1R1PP1/2r5 b - - 3 30,40
4k3/1p3p2/p2Pb1pp/3pB3/7K/7P/PP1R1PP1/2r5 w - - 0 31,54
4k3/1p3pB1/p2Pb1pp/3p4/7K/7P/PP1R1PP1/2r5 b - - 1 31,13
4k3/1p3pB1/p2Pb1pp/3p4/2r4K/7P/PP1R1PP1/8 w - - 2 32,42
4k3/1p3pB1/p2Pb1pp/3p4/2r3PK/7P/PP1R1P2/8 b - - 0 32,37
4k3/1p3pB1/p2Pb1p1/3p3p/2r3PK/7P/PP1R1P2/8 w - - 0 33,45
4k3/1p3pB1/p2Pb1p1/3p3p/2r3PK/1P5P/P2R1P2/8 b - - 0 33,26
4k3/1p3pB1/p1rPb1p1/3p3p/6PK/1P5P/P2R1P2/8 w - - 1 34,55
4k3/1p3p2/p1rPb1p1/3pB2p/6PK/1P5P/P2R1P2/8 b - - 2 34,46
4k3/1p3p2/p1rPb1p1/3pB3/6pK/1P5P/P2R1P2/8 w - - 0 35,41
4k3/1p3p2/p1rPb1p1/3pB3/6PK/1P6/P2R1P2/8 b - - 0 35,46
8/1p1k1p2/p1rPb1p1/3pB3/6PK/1P6/P2R1P2/8 w - - 1 36,110
8/1p1k1p2/p1rPb1p1/3pB1K1/6P1/1P6/P2R1P2/8 b - - 2 36,64
8/1p1k1p2/p2Pb1p1/3pB1K1/6P1/1P6/P2R1P2/2r5 w - - 3 37,88
8/1p1k1p2/p2Pb1p1/3p2K1/6P1/1P4B1/P2R1P2/2r5 b - - 4 37,0
8/1p1k1p2/p2Pb1p1/3p2K1/6P1/1Pr3B1/P2R1P2/8 w - - 5 38,32
8/1p1k1p2/p2Pb1p1/3p2K1/6P1/1Pr5/P2R1P1B/8 b - - 6 38,0
8/1p1k1p2/p2Pb1p1/2rp2K1/6P1/1P6/P2R1P1B/8 w - - 7 39,14
8/1p1k1p2/p2Pb1p1/2rpB1K1/6P1/1P6/P2R1P2/8 b - - 8 39,0
8/1p1k1p2/p2Pb1p1/3pB1K1/6P1/1P3P2/P2R4/2r5 b - - 0 40,79
3k4/1p3p2/p2Pb1p1/3pB1K1/6P1/1P3P2/P2R4/2r5 w - - 1 41,72
3k4/1p3p2/p2Pb1p1/3pB1K1/6P1/1P3P2/P6R/2r5 b - - 2 41,97
3k4/1p3p2/p2Pb1p1/3pB1K1/6P1/1P3P2/P6R/4r3 w - - 3 42,145
3k4/1p3p2/p2Pb1p1/3p2K1/6P1/1P3PB1/P6R/4r3 b - - 4 42,12
3k4/1p3p2/p2Pb1p1/3p2K1/6P1/1P3PB1/P6R/5r2 w - - 5 43,13
3k4/1p3p2/p2Pb1p1/3p4/5KP1/1P3PB1/P6R/5r2 b - - 6 43,0
8/1p1k1p2/p2Pb1p1/3p4/5KP1/1P3PB1/P6R/5r2 w - - 7 44,0
8/1p1k1p2/p2Pb1p1/3p4/6P1/1P2KPB1/P6R/5r2 b - - 8 44,-12
8/1p1k1p2/p2Pb1p1/3p4/6P1/1P2KPB1/P6R/2r5 w - - 9 45,0
8/1p1k1p2/p2Pb1p1/3p4/6P1/1P2KPB1/P2R4/2r5 b - - 10 45,-13
8/1p1k1p2/p2Pb1p1/3p4/6P1/1Pr1KPB1/P2R4/8 w - - 11 46,0
8/1p1k1p2/p2Pb1p1/3p4/6P1/1Pr2PB1/P2R1K2/8 b - - 12 46,-13
8/1p1k1p2/p2Pb1p1/2rp4/6P1/1P3PB1/P2R1K2/8 w - - 13 47,9
8/1p1k1p2/p2Pb1p1/2rp4/5BP1/1P3P2/P2R1K2/8 b - - 14 47,0
8/1p1k1p2/p2Pb1p1/3p4/5BP1/1Pr2P2/P2R1K2/8 w - - 15 48,38
8/1p1k1p2/p2Pb1p1/3p4/5BP1/1Pr2PK1/P2R4/8 b - - 16 48,0
8/1p1k1p2/p2Pb1p1/2rp4/5BP1/1P3PK1/P2R4/8 w - - 17 49,0
8/1p1k1p2/p2Pb1p1/2rp4/5BPK/1P3P2/P2R4/8 b - - 18 49,-10
8/1p1k1p2/p2Pb1p1/3p4/5BPK/1Pr2P2/P2R4/8 w - - 19 50,13
8/1p1k1p2/p2Pb1p1/2rpB3/6P1/1P3PK1/P2R4/8 b - - 22 51,0
8/1p1k1p2/p2Pb1p1/3pB3/6P1/1P3PK1/P2R4/2r5 w - - 23 52,37
8/1p1k1p2/p2Pb1p1/3pB3/6PK/1P3P2/P2R4/2r5 b - - 24 52,0
8/1p1k1p2/p2Pb1p1/3pB3/6PK/1P3P2/P2R4/4r3 w - - 25 53,42
r1bqkb1r/1p3ppp/p1npp3/4P3/3P1B2/2P2N2/P4PPP/R2QKB1R w KQkq - 0 10,103
r1bqkb1r/1p3ppp/p1npp3/4P3/3P1B2/2PB1N2/P4PPP/R2QK2R b KQkq - 1 10,35
r1bqk2r/1p2bppp/p1npp3/4P3/3P1B2/2PB1N2/P4PPP/R2QK2R w KQkq - 2 11,105
r1bqk2r/1p2bppp/p1npp3/4P3/3P1B2/2PB1N2/P4PPP/R2Q1RK1 b kq - 3 11,53
r1bqk2r/1p2bppp/p1n1p3/4p3/3P1B2/2PB1N2/P4PPP/R2Q1RK1 w kq - 0 12,114
r1bqk2r/1p2bppp/p1n1p3/4N3/3P1B2/2PB4/P4PPP/R2Q1RK1 b kq - 0 12,34
r1bqk2r/1p2bppp/p3p3/4n3/3P1B2/2PB4/P4PPP/R2Q1RK1 w kq - 0 13,116
r1bqk2r/1p2bppp/p3p3/4B3/3P4/2PB4/P4PPP/R2Q1RK1 b kq - 0 13,39
r1bqk2r/1p3ppp/p3pb2/4B3/3P4/2PB4/P4PPP/R2Q1RK1 w kq - 1 14,79
r1bqk2r/1p3ppp/p3pb2/4B3/3P4/2PB4/P4PPP/R2QR1K1 b kq - 2 14,26
r1bq1rk1/1p3ppp/p3pb2/4B3/3P4/2PB4/P4PPP/R2QR1K1 w - - 3 15,91
r1bq1rk1/1p3ppp/p3pb2/4B3/3P4/2PB1Q2/P4PPP/R3R1K1 b - - 4 15,36
r1bq1rk1/1p3ppp/p3p3/4b3/3P4/2PB1Q2/P4PPP/R3R1K1 w - - 0 16,79
r1bq1rk1/1p3ppp/p3p3/4R3/3P4/2PB1Q2/P4PPP/R5K1 b - - 0 16,13
r1b2rk1/1p3ppp/p3pq2/4R3/3P4/2PB1Q2/P4PPP/R5K1 w - - 1 17,111
r1b2rk1/1p3ppp/p3pq2/4R3/3P4/2PB2Q1/P4PPP/R5K1 b - - 2 17,10
r4rk1/1p1b1ppp/p3pq2/4R3/3P4/2PB2Q1/P4PPP/R5K1 w - - 3 18,78
r4rk1/1p1b1ppp/p3pq2/8/3PR3/2PB2Q1/P4PPP/R5K1 b - - 4 18,-55
r4rk1/1p1b1p1p/p3pqp1/8/3PR3/2PB2Q1/P4PPP/R5K1 w - - 0 19,-2
r4rk1/1p1b1p1p/p3pqp1/8/3PR2P/2PB2Q1/P4PP1/R5K1 b - - 0 19,-13
r1r3k1/1p1b1p1p/p3pqp1/8/3PR2P/2PB2Q1/P4PP1/R5K1 w - - 1 20,42
r1r3k1/1p1b1p1p/p3pqp1/8/3PR2P/2PB2Q1/P4PP1/2R3K1 b - - 2 20,-13
r1r3k1/3b1p1p/p3pqp1/1p6/3PR2P/2PB2Q1/P4PP1/2R3K1 w - - 0 21,7
r1r3k1/3b1p1p/p3pqp1/1p6/3P1R1P/2PB2Q1/P4PP1/2R3K1 b - - 1 21,-5
r1r3k1/3b1pqp/p3p1p1/1p6/3P1R1P/2PB2Q1/P4PP1/2R3K1 w - - 2 22,7
r1r3k1/3b1pqp/p3p1p1/1p5P/3P1R2/2PB2Q1/P4PP1/2R3K1 b - - 0 22,-50
2r3k1/r2b1pqp/p3p1p1/1p5P/3P1R2/2PB2Q1/P4PP1/2R3K1 w - - 1 23,12
2r3k1/r2b1pqp/p3p1P1/1p6/3P1R2/2PB2Q1/P4PP1/2R3K1 b - - 0 23,0
2r3k1/r2b1pq1/p3p1p1/1p6/3P1R2/2PB2Q1/P4PP1/2R3K1 w - - 0 24,1
2r3k1/r2b1pq1/p3p1p1/1p6/3P4/2PB1RQ1/P4PP1/2R3K1 b - - 1 24,-29
2r3k1/2rb1pq1/p3p1p1/1p6/3P4/2PB1RQ1/P4PP1/2R3K1 w - - 2 25,-32
2r3k1/2rb1pq1/p3p1p1/1p6/3P4/2P2RQ1/P3BPP1/2R3K1 b - - 3 25,-34
2r3k1/2r2pq1/p1b1p1p1/1p6/3P4/2P2RQ1/P3BPP1/2R3K1 w - - 4 26,0
2r3k1/2r2pq1/p1b1p1p1/1p6/3P4/2P1R1Q1/P3BPP1/2R3K1 b - - 5 26,-52
2r3k1/2r2pq1/p3p1p1/1p1b4/3P4/2P1R1Q1/P3BPP1/2R3K1 w - - 6 27,0
2r3k1/2r2pq1/p3p1p1/1p1b4/P2P4/2P1R1Q1/4BPP1/2R3K1 b - - 0 27,-17
2r3k1/2r2pq1/p3p1p1/1p6/P1bP4/2P1R1Q1/4BPP1/2R3K1 w - - 1 28,0
2r3k1/2r2pq1/p3p1p1/1p6/P1BP4/2P1R1Q1/5PP1/2R3K1 b - - 0 28,-13
2r3k1/5pq1/p3p1p1/1p6/P1rP4/2P1R1Q1/5PP1/2R3K1 w - - 0 29,-13
2r3k1/5pq1/p3p1p1/1P6/2rP4/2P1R1Q1/5PP1/2R3K1 b - - 0 29,-26
2r3k1/5pq1/4p1p1/1p6/2rP4/2P1R1Q1/5PP1/2R3K1 w - - 0 30,-13
2r3k1/5pq1/4p1p1/1p6/2rP4/2P1R1Q1/5PP1/1R4K1 b - - 1 30,-25
2r3k1/5pq1/4p1p1/8/1prP4/2P1R1Q1/5PP1/1R4K1 w - - 0 31,-5
2r3k1/5pq1/4p1p1/8/1RrP4/2P1R1Q1/5PP1/6K1 b - - 0 31,-56
2r3k1/5pq1/4p1p1/8/1r1P4/2P1R1Q1/5PP1/6K1 w - - 0 32,0
2r3k1/5pq1/4p1p1/8/1P1P4/4R1Q1/5PP1/6K1 b - - 0 32,-51
2r3k1/5p2/4p1p1/8/1P1q4/4R1Q1/5PP1/6K1 w - - 0 33,0
2r3k1/5p2/4p1p1/4Q3/1P1q4/4R3/5PP1/6K1 b - - 1 33,-13
2r3k1/5p2/4p1p1/4q3/1P6/4R3/5PP1/6K1 w - - 0 34,0
2r3k1/5p2/4p1p1/4R3/1P6/8/5PP1/6K1 b - - 0 34,-11
6k1/5p2/4p1p1/4R3/1P6/8/2r2PP1/6K1 w - - 1 35,0
6k1/5p2/4p1p1/1R6/1P6/8/2r2PP1/6K1 b - - 2 35,-13
8/5pk1/4p1p1/1R6/1P6/8/2r2PP1/6K1 w - - 3 36,0
1R6/5pk1/4p1p1/8/1P6/8/2r2PP1/6K1 b - - 4 36,-5
1R6/5p2/4pkp1/8/1P6/8/2r2PP1/6K1 w - - 5 37,0
1R6/5p2/4pkp1/1P6/8/8/2r2PP1/6K1 b - - 0 37,-13
1R6/5p2/4pk2/1P4p1/8/8/2r2PP1/6K1 w - - 0 38,-13
1R6/5p2/1P2pk2/6p1/8/8/2r2PP1/6K1 b - - 0 38,-12
1R6/5p2/1P2pk2/6p1/8/8/1r3PP1/6K1 w - - 1 39,0
1R6/1P3p2/4pk2/6p1/8/8/1r3PP1/6K1 b - - 0 39,-73
1R6/1P3p2/4p3/4k1p1/8/8/1r3PP1/6K1 w - - 1 40,0
6R1/1P3p2/4p3/4k1p1/8/8/1r3PP1/6K1 b - - 2 40,0
6R1/1r3p2/4p3/4k1p1/8/8/5PP1/6K1 w - - 0 41,0
8/1r3p2/4p3/4k1R1/8/8/5PP1/6K1 b - - 0 41,0
rq2k2r/pp3ppp/1n1b4/4p3/3N4/1Pp5/1P2QPPP/R1B2RK1 w kq - 1 16,99
rq2k2r/pp3ppp/1n1b4/4pN2/8/1Pp5/1P2QPPP/R1B2RK1 b kq - 2 16,71
rq2k2r/pp3p1p/1n1b2p1/4pN2/8/1Pp5/1P2QPPP/R1B2RK1 w kq - 0 17,122
rq2k2r/pp3p1p/1n1N2p1/4p3/8/1Pp5/1P2QPPP/R1B2RK1 b kq - 0 17,35
r3k2r/pp3p1p/1n1q2p1/4p3/8/1Pp5/1P2QPPP/R1B2RK1 w kq - 0 18,147
r3k2r/pp3p1p/1n1q2p1/4p3/8/1PP5/4QPPP/R1B2RK1 b kq - 0 18,46
r3k2r/pp5p/1n1q1pp1/4p3/8/1PP5/4QPPP/R1B2RK1 w kq - 0 19,123
r3k2r/pp5p/1n1q1pp1/4p3/8/BPP5/4QPPP/R4RK1 b kq - 1 19,0
r3k2r/pp5p/1n2qpp1/4p3/8/BPP5/4QPPP/R4RK1 w kq - 2 20,119
r3k2r/pp5p/1n2qpp1/4p3/5P2/BPP5/4Q1PP/R4RK1 b kq - 0 20,41
r3k2r/pp1n3p/4qpp1/4p3/5P2/BPP5/4Q1PP/R4RK1 w kq - 1 21,137
r3k2r/pp1n3p/4qpp1/4P3/8/BPP5/4Q1PP/R4RK1 b kq - 0 21,58
r3k2r/pp1n3p/1q3pp1/4P3/8/BPP5/4Q1PP/R4RK1 w kq - 1 22,205
r3k2r/pp1n3p/1q3pp1/4P3/8/BPP5/4Q1PP/R4R1K b kq - 2 22,138
r3k2r/pp5p/1q3pp1/4n3/8/BPP5/4Q1PP/R4R1K w kq - 0 23,171
r3k2r/pp5p/1q3pp1/4n3/8/BPP5/4Q1PP/3R1R1K b kq - 1 23,160
3rk2r/pp5p/1q3pp1/4n3/8/BPP5/4Q1PP/3R1R1K w k - 2 24,203
3rk2r/pp5p/1q3pp1/4n3/2P5/BP6/4Q1PP/3R1R1K b k - 0 24,0
4k2r/pp5p/1q3pp1/4n3/2P5/BP6/4Q1PP/3r1R1K w k - 0 25,37
4k2r/pp5p/1q3pp1/4n3/2P5/BP6/6PP/3Q1R1K b k - 0 25,-3
4k2r/pp5p/4qpp1/4n3/2P5/BP6/6PP/3Q1R1K w k - 1 26,29
4k2r/pp5p/4qpp1/4n3/2PQ4/BP6/6PP/5R1K b k - 2 26,0
4k2r/p6p/1p2qpp1/4n3/2PQ4/BP6/6PP/5R1K w k - 0 27,13
4k2r/p6p/1p2qpp1/4n3/2P4Q/BP6/6PP/5R1K b k - 1 27,-86
7r/p4k1p/1p2qpp1/4n3/2P4Q/BP6/6PP/5R1K w - - 2 28,-46
7r/p4k1p/1p2qpp1/4n3/2P4Q/1P6/1B4PP/5R1K b - - 3 28,-108
7r/p4k2/1p2qpp1/4n2p/2P4Q/1P6/1B4PP/5R1K w - - 0 29,-38
7r/p4k2/1p2qpp1/4n2p/2P1Q3/1P6/1B4PP/5R1K b - - 1 29,-125
4r3/p4k2/1p2qpp1/4n2p/2P1Q3/1P6/1B4PP/5R1K w - - 2 30,-93
4r3/p4k2/1p2qpp1/4n2p/2P1Q3/1P5P/1B4P1/5R1K b - - 0 30,-109
4r3/p2n1k2/1p2qpp1/7p/2P1Q3/1P5P/1B4P1/5R1K w - - 1 31,0
4r3/p2n1k2/1p2qpp1/7p/2P2Q2/1P5P/1B4P1/5R1K b - - 2 31,-141
4r3/p2n2k1/1p2qpp1/7p/2P2Q2/1P5P/1B4P1/5R1K w - - 3 32,0
4r3/p2n2k1/1p2qpp1/7p/2P2Q2/1PB4P/6P1/5R1K b - - 4 32,-67
8/p2nr1k1/1p2qpp1/7p/2P2Q2/1PB4P/6P1/5R1K w - - 5 33,-71
8/p2nr1k1/1p2qpp1/7p/2P2Q2/1PB4P/6P1/4R2K b - - 6 33,-90
8/p2nrqk1/1p3pp1/7p/2P2Q2/1PB4P/6P1/4R2K w - - 7 34,0
8/p2nrqk1/1p3pp1/7p/2P2Q2/1PB4P/6P1/5R1K b - - 8 34,-80
8/p3rqk1/1p3pp1/4n2p/2P2Q2/1PB4P/6P1/5R1K w - - 9 35,-67
8/p3rqk1/1p3pp1/4n2p/2P2Q2/1PB4P/6PK/5R2 b - - 10 35,-103
8/p3rqk1/1p3p2/4n1pp/2P2Q2/1PB4P/6PK/5R2 w - - 0 36,-51
8/p3rqk1/1p3p2/4n1pp/2P5/1PB3QP/6PK/5R2 b - - 1 36,-102
8/p3r1k1/1p3pq1/4n1pp/2P5/1PB3QP/6PK/5R2 w - - 2 37,-13
8/p3r1k1/1p3pq1/4n1pp/2P5/1PB4P/5QPK/5R2 b - - 3 37,-74
8/p3r1k1/1p3pq1/4n2p/2P3p1/1PB4P/5QPK/5R2 w - - 0 38,0
8/p3r1k1/1p3pq1/4n2p/2P2Qp1/1PB4P/6PK/5R2 b - - 1 38,-40
8/p5k1/1p2rpq1/4n2p/2P2Qp1/1PB4P/6PK/5R2 w - - 2 39,-13
8/p5k1/1p2rpq1/4n2p/2P2Qp1/1PB4P/6PK/3R4 b - - 3 39,-99
8/p4nk1/1p2rpq1/7p/2P2Qp1/1PB4P/6PK/3R4 w - - 4 40,-37
8/p4nk1/1p2rpq1/7p/2P2QP1/1PB5/6PK/3R4 b - - 0 40,-74
8/p4nk1/1p2rpq1/8/2P2Qp1/1PB5/6PK/3R4 w - - 0 41,-9
8/p4nk1/1p2rpq1/8/2PR1Qp1/1PB5/6PK/8 b - - 1 41,-53
8/p4nk1/1p2rpq1/8/2PR1Q2/1PB3p1/6PK/8 w - - 0 42,-25
8/p4nk1/1p2rpq1/8/2PR1Q2/1PB3p1/6P1/6K1 b - - 1 42,-56
8/p4nk1/1p2rp2/8/2PR1Q2/1PB3p1/6P1/1q4K1 w - - 2 43,-43
8/p4nk1/1p2rp2/8/2PR4/1PB3p1/6P1/1q3QK1 b - - 3 43,-67
8/p4nk1/1p2rp2/8/2PR4/1PB3p1/6P1/5qK1 w - - 0 44,-13
8/p4nk1/1p2rp2/8/2PR4/1PB3p1/6P1/5K2 b - - 0 44,-17
8/p4nk1/1p3p2/8/2PR4/1PB1r1p1/6P1/5K2 w - - 1 45,-13
8/p4nk1/1p3p2/8/2P3R1/1PB1r1p1/6P1/5K2 b - - 2 45,-20
5k2/p4n2/1p3p2/8/2P3R1/1PB1r1p1/6P1/5K2 w - - 3 46,-13
5k2/p4n2/1p3B2/8/2P3R1/1P2r1p1/6P1/5K2 b - - 0 46,-15
5k2/p4n2/1p3B2/8/2P3R1/1r4p1/6P1/5K2 w - - 0 47,-13
5k2/p4n2/1p6/8/2P3RB/1r4p1/6P1/5K2 b - - 1 47,-102
5k2/5n2/1p6/p7/2P3RB/1r4p1/6P1/5K2 w - - 0 48,-26
5k2/5n2/1p6/p7/2P4B/1r4R1/6P1/5K2 b - - 0 48,-72
5k2/5n2/1p6/p7/1rP4B/6R1/6P1/5K2 w - - 1 49,-70
5k2/5n2/1p6/p7/1rP4B/2R5/6P1/5K2 b - - 2 49,-13
5k2/8/1p6/p3n3/1rP4B/2R5/6P1/5K2 w - - 3 50,-13
5k2/8/1p6/p3n3/1rP5/2R5/6P1/4BK2 b - - 4 50,-13
5k2/8/1p6/p3n3/2r5/2R5/6P1/4BK2 w - - 0 51,-13
5k2/8/1p6/p3n3/2R5/8/6P1/4BK2 b - - 0 51,-13
5k2/8/1p6/p7/2n5/8/6P1/4BK2 w - - 0 52,-13
5k2/8/1p6/p7/2n5/8/4K1P1/4B3 b - - 1 52,-13
8/4k3/1p6/p7/2n5/8/4K1P1/4B3 w - - 2 53,-13
8/4k3/1p6/p7/2n5/3K4/6P1/4B3 b - - 3 53,-13
8/4k3/1p6/p3n3/8/3K4/6P1/4B3 w - - 4 54,-13
8/4k3/1p6/p3n3/8/2K5/6P1/4B3 b - - 5 54,-13
8/8/1p2k3/p3n3/8/2K5/6P1/4B3 w - - 6 55,-13
8/8/1p2k3/p3n3/8/2K5/5BP1/8 b - - 7 55,-13
8/8/4k3/pp2n3/8/2K5/5BP1/8 w - - 0 56,-13
8/8/1B2k3/pp2n3/8/2K5/6P1/8 b - - 1 56,-59
8/8/1Bn1k3/pp6/8/2K5/6P1/8 w - - 2 57,-13
8/8/2n1k3/Bp6/8/2K5/6P1/8 b - - 0 57,-13
8/8/4k3/np6/8/2K5/6P1/8 w - - 0 58,-13
8/8/4k3/np6/1K6/8/6P1/8 b - - 1 58,-13
8/8/2n1k3/1p6/1K6/8/6P1/8 w - - 2 59,-13
r1b1kb1r/1pq2ppp/pnn1p3/8/8/NBp1QN2/PP3PPP/R1BR2K1 b kq - 3 13,-130
r1b1k2r/1pq1bppp/pnn1p3/8/8/NBp1QN2/PP3PPP/R1BR2K1 w kq - 4 14,-69
r1b1k2r/1pq1bppp/pnn1p3/8/8/NBQ2N2/PP3PPP/R1BR2K1 b kq - 0 14,-100
r1b2rk1/1pq1bppp/pnn1p3/8/8/NBQ2N2/PP3PPP/R1BR2K1 w - - 1 15,-61
r1b2rk1/1pq1bppp/pnn1p3/8/8/NBQ1BN2/PP3PPP/R2R2K1 b - - 2 15,-110
r1b2rk1/1pq1bppp/p1n1p3/3n4/8/NBQ1BN2/PP3PPP/R2R2K1 w - - 3 16,-118
r1b2rk1/1pq1bppp/p1n1p3/3B4/8/N1Q1BN2/PP3PPP/R2R2K1 b - - 0 16,-99
r1b2rk1/1pq1bppp/p1n5/3p4/8/N1Q1BN2/PP3PPP/R2R2K1 w - - 0 17,-66
r1b2rk1/1pq1bppp/p1n5/3R4/8/N1Q1BN2/PP3PPP/R5K1 b - - 0 17,-141
r4rk1/1pq1bppp/p1n1b3/3R4/8/N1Q1BN2/PP3PPP/R5K1 w - - 1 18,-147
r4rk1/1pq1bppp/p1n1b3/8/8/N1Q1BN2/PP3PPP/R2R2K1 b - - 2 18,-164
r4rk1/1pq1bppp/p1n5/8/6b1/N1Q1BN2/PP3PPP/R2R2K1 w - - 3 19,-49
r4rk1/1pq1bppp/p1n5/8/3B2b1/N1Q2N2/PP3PPP/R2R2K1 b - - 4 19,-137
r4rk1/1pq2ppp/p1n5/8/1b1B2b1/N1Q2N2/PP3PPP/R2R2K1 w - - 5 20,-83
r4rk1/1pq2ppp/p1n5/8/1b1B2b1/N3QN2/PP3PPP/R2R2K1 b - - 6 20,-163
r4rk1/1pq2ppp/p7/8/1b1n2b1/N3QN2/PP3PPP/R2R2K1 w - - 0 21,-111
r4rk1/1pq2ppp/p7/8/1b1R2b1/N3QN2/PP3PPP/R5K1 b - - 0 21,-131
r4rk1/1pq2ppp/p7/2b5/3R2b1/N3QN2/PP3PPP/R5K1 w - - 1 22,-130
r4rk1/1pq2ppp/p7/2b5/2R3b1/N3QN2/PP3PPP/R5K1 b - - 2 22,-233
2r2rk1/1pq2ppp/p7/2b5/2R3b1/N3QN2/PP3PPP/R5K1 w - - 3 23,-152
2r2rk1/1pq2ppp/p7/2b5/2R1Q1b1/N4N2/PP3PPP/R5K1 b - - 4 23,-222
2r2rk1/1pq2ppp/p7/2b5/2R1Q3/N4b2/PP3PPP/R5K1 w - - 0 24,-81
2r2rk1/1pq2ppp/p7/2b5/2R5/N4Q2/PP3PPP/R5K1 b - - 0 24,-135
2r2rk1/1p3ppp/p7/2b1q3/2R5/N4Q2/PP3PPP/R5K1 w - - 1 25,-92
2r2rk1/1p3ppp/p7/2b1q3/2R5/N4Q2/PP3PPP/2R3K1 b - - 2 25,-132
2r2rk1/1p3ppp/p7/2b5/2R5/N4Q2/Pq3PPP/2R3K1 w - - 0 26,-80
2r2rk1/1p3ppp/p7/2b5/8/N4Q2/PqR2PPP/2R3K1 b - - 1 26,-155
2r2rk1/1p3ppp/p7/2b5/1q6/N4Q2/P1R2PPP/2R3K1 w - - 2 27,-86
2r2rk1/1p3ppp/p7/2b5/1q6/NQ6/P1R2PPP/2R3K1 b - - 3 27,-147
2r2rk1/1p3ppp/p7/2b5/3q4/NQ6/P1R2PPP/2R3K1 w - - 4 28,-108
2r2rk1/1Q3ppp/p7/2b5/3q4/N7/P1R2PPP/2R3K1 b - - 0 28,-400
2rr2k1/1Q3ppp/p7/2b5/3q4/N7/P1R2PPP/2R3K1 w - - 1 29,0
r3kb1r/1p2ppp1/pnnq3p/3b2NQ/2Pp4/NB6/PP3PPP/R1B2RK1 b kq - 1 13,-276
r3kb1r/1p2pp2/pnnq2pp/3b2NQ/2Pp4/NB6/PP3PPP/R1B2RK1 w kq - 0 14,-209
r3kb1r/1p2pp2/pnnq2pp/3b2N1/2Pp3Q/NB6/PP3PPP/R1B2RK1 b kq - 1 14,-255
r3k2r/1p2ppb1/pnnq2pp/3b2N1/2Pp3Q/NB6/PP3PPP/R1B2RK1 w kq - 2 15,-207
r3k2r/1p2ppb1/pnnq2pp/3b2N1/2Pp4/NB4Q1/PP3PPP/R1B2RK1 b kq - 3 15,-298
r3k2r/1p2ppb1/pnn3pp/3b2N1/2Pp4/NB4q1/PP3PPP/R1B2RK1 w kq - 0 16,-233
r3k2r/1p2ppb1/pnn3pp/3b2N1/2Pp4/NB4P1/PP3PP1/R1B2RK1 b kq - 0 16,-276
r3k2r/1p2ppb1/pnn3p1/3b2p1/2Pp4/NB4P1/PP3PP1/R1B2RK1 w kq - 0 17,-216
r3k2r/1p2ppb1/pnn3p1/3P2p1/3p4/NB4P1/PP3PP1/R1B2RK1 b kq - 0 17,-263
r3k2r/1p2ppb1/pn4p1/3P2p1/1n1p4/NB4P1/PP3PP1/R1B2RK1 w kq - 1 18,-132
r3k2r/1p2ppb1/pn1P2p1/6p1/1n1p4/NB4P1/PP3PP1/R1B2RK1 b kq - 0 18,-277
r3k2r/1p3pb1/pn1Pp1p1/6p1/1n1p4/NB4P1/PP3PP1/R1B2RK1 w kq - 0 19,-166
r3k2r/1p3pb1/pn1Pp1p1/6p1/1n1p4/NB4P1/PP3PP1/R1B1R1K1 b kq - 1 19,-330
r6r/1p1k1pb1/pn1Pp1p1/6p1/1n1p4/NB4P1/PP3PP1/R1B1R1K1 w - - 2 20,-335
